20201,631
73774,32106
25799,40584
8864,15125
12725,8214
47962,64018
34045,72316
82633,24593
57609,70109
56997,36556
23201,42021
73595,36685
33196,36383
67660,4694
75844,27540
64607,47447
39071,2494
25836,28971
30326,8269
50450,48651
32575,33717
41315,51938
28014,47163
18272,40724
61645,73132
20502,82989
55272,37404
31280,27392
37282,53136
17623,35601
82163,77394
64030,37697
61100,10755
59221,27188
39702,21404
10284,82137
31358,24372
68127,73696
30023,68379
40989,62368
44207,47114
75203,8467
68702,73497
81615,17532
4886,21099
16775,51712
29652,32491
73678,49143
80664,49490
8959,37410
75540,12961
81971,81568
49841,48640
23199,10135
5738,23484
39662,47724
71013,50965
32493,26893
18717,46823
10042,46036
52584,30909
44757,78460
75432,33688
77878,64873
57530,6132
31822,28988
54168,50403
70993,8606
77164,17405
46649,81212
27175,33553
53320,47965
93,55641
48347,77538
25181,45679
28169,29652
52843,8386
66455,75724
28850,10156
78429,41181
60759,80698
24759,68147
74188,72280
25030,21065
28788,6602
34325,19937
33071,28340
43490,32434
10138,393
22610,57282
18712,72582
31147,19937
62531,17483
14143,75110
65858,19290
49226,32657
57355,47349
65649,67296
3656,16714
5145,3138
64088,73828
44407,64569
48405,5038
46996,74904
78015,25227
54600,53627
73652,12832
43542,27300
38160,20171
8545,72423
47736,31964
62249,78941
75380,40362
7109,58389
24385,50032
15960,16
2706,24636
53263,19000
13740,81042
28097,8185
45525,673
16017,7703
44120,15548
4920,8909
81806,3199
32757,81797
40532,79697
39103,26078
5843,27549
22018,24397
26562,11466
59818,56750
73718,17483
77533,52159
54180,44187
16837,59295
8205,1992
64847,22360
62724,61146
73680,48704
59504,77540
67249,30874
43843,56977
8569,74822
21950,46632
60856,67566
22323,21631
34818,54295
39389,13502
34943,77186
72837,63127
71317,48173
56347,9899
27577,6261
42927,35695
13512,1333
35751,61741
77220,49519
18362,45194
78953,77309
63102,29973
55048,6114
48853,72057
81535,26157
23723,10220
6560,6303
430,70981
56390,70760
27573,22822
71151,57715
30778,79522
66324,38470
9281,16955
80211,20606
55989,10906
24120,23285
3006,38209
61156,75546
44749,75254
77801,29715
64885,63804
11741,18660
6229,19184
44704,29083
25686,56269
62521,18185
61691,1556
46571,33719
17434,22891
11503,58466
61750,67423
18062,66478
19461,2997
62959,22611
26135,35397
55146,1581
21151,31912
64805,8638
77765,81914
256,45246
11,38848
34304,37697
27304,31382
28986,63770
23419,29972
71217,16047
51863,13553
13326,13511
65568,13869
52564,68097
2742,45006
54843,28428
72824,67567
57556,32452
19756,49461
74166,26652
40411,59781
65488,52561
6284,38498
45849,8906
28620,49241
39808,59828
26501,76196
72674,12288
65248,44958
41758,15065
19794,57089
47337,52721
49967,76439
48959,6834
64314,37717
74704,56679
77206,58862
12034,46117
5879,36179
60216,15718
72977,23409
3845,68473
5750,31263
81368,47694
70899,74970
45410,3079
19415,26299
2489,35665
77576,22971
19837,27799
31705,34674
25129,80721
7479,60293
73774,32669
16844,82820
77410,60717
29766,6127
48352,24010
38063,17575
10556,17668
62678,71623
11240,28256
18129,8039
32519,24848
56138,28542
72555,7733
56959,37071
70473,76674
12216,66045
70129,54745
54117,29665
19132,57034
24081,49846
1379,53614
48132,28027
34263,69429
30269,44109
38355,72083
30813,16540
4803,30643
78699,39852
40252,15707
4912,71032
41824,14916
28551,75353
20410,45115
9505,22230
72164,20280
62783,54273
62926,23922
58948,81612
30748,9644
51681,5274
67466,34709
78686,15698
75889,51907
378,308
26599,54555
64431,40057
12886,58413
73589,58379
58436,11355
38706,56343
42058,30024
53225,36769
17479,75196
81106,2300
33817,1771
20740,23438
46353,59776
9260,61012
40554,3079
65100,69422
2685,35879
8824,30156
8979,55827
23806,17328
13889,77219
56720,61298
39424,22340
52688,4824
60734,70818
28318,2385
20523,41492
49981,60906
6626,25408
28700,79019
68661,39933
16211,59910
3954,36270
50942,75549
64227,51597
66136,64931
27978,21425
14258,72689
44193,17364
71576,7026
70040,36692
45803,65688
68449,31479
47766,2076
5178,38816
62847,37334
55179,66682
79271,10437
1046,33398
49981,5130
47559,72971
25700,33634
1245,38395
20768,31664
4725,75442
36568,9246
5299,17391
75188,3281
11978,45948
41255,37802
36728,46295
75075,59956
21342,34925
12210,4574
40506,63179
70440,48619
7018,63697
30178,47850
44091,47970
14129,71211
19146,27089
5874,14635
50005,36003
68781,38104
28269,78444
51044,76083
34425,41971
72478,15217
660,78642
79707,77746
71138,25604
653,16695
44274,74810
80891,74306
16121,19662
336,24908
22091,42777
55018,18482
31397,57155
10364,1624
70512,3458
41058,47733
33932,63122
41814,18958
78271,71029
23160,27913
36576,11105
21742,58046
767,44377
45606,54685
66437,22581
25373,2700
67142,57808
1269,81489
64970,22028
27136,71714
75289,70917
13410,43956
55762,5505
60852,49963
24370,36696
72586,7004
68178,6594
54044,44704
52582,28625
83036,65969
81769,1826
8104,62789
8857,73633
75854,38983
29518,14841
48203,80267
83044,15094
3946,81453
55654,26696
82401,43444
77250,72112
79439,71844
39659,82123
49351,72843
82623,60483
74015,64923
69566,11008
54017,21299
66105,50972
1532,37834
42810,63366
9328,57278
61694,62456
59267,41102
42866,27389
81517,20214
70391,80576
50149,55840
49632,24820
64503,60664
19980,34895
10710,16486
44336,5894
48425,71111
75599,69417
38644,75852
78408,43097
27485,74012
41555,57441
78882,32492
77667,29657
17132,27963
66621,16641
80274,37580
19699,55735
42245,58756
47742,12944
38264,21770
31821,78418
39065,66088
18172,80970
68999,33655
66223,48446
18518,35725
80540,26610
40442,66397
49017,21792
38014,33040
35533,54830
16068,66333
50772,11667
55690,39893
82898,27185
73750,67480
70942,25821
60903,5485
19179,28812
34080,37823
71725,16637
51712,65061
72027,523
26755,7474
26867,7343
59691,943
68196,42047
25775,7597
74780,31233
58625,2361
3886,59104
18552,61885
23032,9099
31737,16313
80452,66123
22176,70361
60879,64353
26242,48030
32465,60617
60093,9221
51370,10114
41100,19117
66382,20576
10217,66775
45498,4949
4542,51471
52826,49913
16860,61901
9723,13205
15970,38540
18829,31631
14339,52077
31490,16796
41616,80765
15817,18062
4657,42331
32588,68817
54791,14364
48062,76722
64530,4383
3648,34543
18826,9106
55020,45940
54402,51931
72993,335
52493,73028
53886,74663
22633,58294
51022,77099
50695,43144
25157,52062
78162,39978
17976,66701
55269,80827
41868,19198
18513,7909
79447,50020
58934,34049
81745,28872
12181,39235
37375,4275
7491,10824
38790,66182
9556,58774
70502,73719
47383,72997
47275,38462
43628,72217
12767,5910
25162,41487
66508,80405
79718,77187
28597,81962
6129,78749
78993,78743
33216,81164
58790,8176
34462,56873
70527,58608
29610,9889
18548,27815
82095,57122
78082,81766
75215,27047
15750,43290
48244,13506
75700,60449
19520,42335
26314,23829
45810,2323
41352,6745
56752,19446
8694,36291
9842,19607
67490,47788
12887,28178
24707,16775
14881,11918
28584,12881
52730,40023
73447,4250
65539,63831
74721,24720
36928,30140
44373,78611
41787,32096
151,28464
60704,27244
42336,29064
56132,51990
32168,6005
68941,15271
27700,65388
42681,32394
46974,67760
10969,33496
77044,48004
69974,66798
29992,32078
53910,13137
18227,58413
64645,68961
36285,36134
69828,71099
33375,26188
77617,67691
39815,11424
73011,11602
36869,15154
36831,26698
22336,10489
74263,35181
27023,47510
53455,56577
44605,74535
4637,59506
63453,50610
69147,62138
73972,74540
61487,31193
21101,61647
16526,22609
25653,11313
2393,4909
82106,9079
11026,29153
3135,67231
22409,63928
55672,81728
64736,13395
24698,57395
26898,20568
26959,74323
49755,35418
70731,28029
80119,31396
74841,66604
15016,32167
55706,9377
47438,76063
28683,73988
41450,59001
13908,18445
54970,59464
80839,39115
46464,58337
60324,25310
447,44592
41209,42192
76410,48811
61737,13517
68831,18219
22598,51744
7688,67076
80163,5647
30291,60716
67121,82200
48024,11321
28287,28153
31382,27306
20161,72997
56152,32089
80132,1048
61130,65697
71596,26543
26065,15107
16611,57194
77365,53972
62362,49643
1268,74510
7727,53959
8467,802
57404,11731
64762,75039
57167,46108
78987,61800
46058,3182
33130,39736
66527,40266
76704,56341
36425,62258
73196,25302
15621,79834
13634,59336
58273,57101
5786,1048
19949,2050
20537,79592
69152,81874
46962,6467
49068,50316
21651,57542
44065,20244
27869,68862
61891,24949
35446,28669
21372,11942
36909,82086
12210,76884
3692,67813
38958,71869
45519,14972
59980,16076
33791,49905
45802,26094
17601,57960
45618,29767
71551,33473
55846,56858
61069,20184
6078,6215
26102,64526
67356,22979
38742,65715
52076,73337
11473,12669
20593,76025
57474,74755
77816,13431
5236,48082
11103,10884
36033,21159
38983,8356
81096,69641
70364,29358
6639,38632
7682,11613
41576,51307
69942,30523
81243,2016
12337,25725
68737,22879
49492,24104
65630,79018
39677,9283
21611,32463
70460,48967
11412,66395
59333,34122
73270,29237
74754,14318
39400,26487
31773,18785
1218,46929
62132,66419
13679,9583
23844,57395
75475,59149
79842,76306
57520,50896
17722,81395
58536,16993
64254,21186
625,8001
71726,79758
12741,16823
71991,20688
16437,28569
75136,52559
56564,65219
45332,68291
80869,21433
9961,8451
47912,60142
74484,57871
81994,81536
24522,23298
44529,47111
13295,73435
75857,82637
7277,46250
16400,12752
43515,68889
15532,20204
58451,13937
35528,16035
60296,20311
22428,55399
75397,65607
56595,56544
16722,23037
78217,56759
81497,44957
25359,64628
57460,79389
67390,63252
41609,1438
1769,74405
73612,15749
16711,66482
70618,56520
20126,22044
51865,33667
76795,32221
41953,71689
64919,37125
33253,13103
42450,36115
57539,12755
14712,56740
31415,16206
45619,61199
10744,23396
5864,65656
13355,29209
30586,7987
20485,78876
71230,47350
60106,64991
52746,51142
28657,28488
19046,46143
24443,68118
22420,5418
40102,52030
24974,34963
49283,33426
47504,78833
39119,75888
48840,78645
55211,14198
68013,26064
27694,56060
31730,61503
66206,73261
17968,48382
82686,68925
70468,81917
52938,33256
35000,12892
21624,81667
57991,3174
14222,69738
55648,64145
40808,76088
2566,36568
22013,46162
52382,11146
14444,73238
37931,31498
78464,61746
53273,55859
53553,42804
40306,38556
66346,59625
55454,8271
27897,56739
56547,27925
47665,51437
5690,75763
32202,32991
61489,49982
55401,14094
5206,58254
75349,58231
14582,10671
63287,3886
50392,8491
56393,16529
36422,8751
39061,71451
64113,10360
15423,17281
14659,17998
40445,4236
24547,22671
48800,65480
59976,77973
1177,2759
32445,46588
47883,72735
65191,76121
30403,38532
58501,73537
75274,9024
13668,53440
35940,14116
62378,276
19162,47796
79312,57605
38913,1878
40678,72979
51110,51180
72039,64304
53258,16323
24653,35099
3020,55574
27741,8036
49526,77461
47864,40015
61591,36827
24956,5313
64978,50656
59368,16639
79244,5869
74312,1393
82951,41703
20686,60392
33304,73250
45681,12588
68355,5681
4167,66819
2920,61906
31340,15203
33704,15977
31550,58165
16057,1811
59671,19176
6860,40690
41789,44515
29040,14158
45507,9864
59792,67114
22262,1419
